PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^conc^FLOAT^uM^^^,2^giprct^FLOAT^^^^,3^nbrtest^INT^^^^,4^range^FLOAT^^^^
67734,69434,Inactive,283,,,50,25.05,2,4.9
67735,219479,Inactive,290,,,50,32.35,2,12.7
67738,10881057,Inactive,233,,,50,-25.5,2,13.2
67739,5337681,Inactive,271,,,50,13.15,2,18.9
67740,9566470,Inactive,240,,,50,-18.15,2,47.1
67741,9582865,Inactive,251,,,50,-7.7,2,23.6
67742,9568778,Inactive,254,,,50,-4,2,53.4
67743,5354124,Inactive,270,,,50,12.05,2,26.3
67744,219486,Inactive,255,,,50,-3.05,2,13.3
67746,5376091,Inactive,266,,,50,8.65,2,24.3
67747,219488,Inactive,271,,,50,13.4,2,0.4
67748,66808,Active,357,,,5,99,2,0
67749,69266,Inactive,262,,,50,4.1,2,20.6
67750,219489,Inactive,261,,,50,3.95,2,15.3
67751,6837,Inactive,289,,,50,31.3,2,9
67752,219490,Inactive,248,,,50,-10.35,2,18.3
67753,219491,Inactive,263,,,50,5.7,2,7
67754,219492,Inactive,244,,,50,-14.15,2,8.3
67755,219493,Inactive,269,,,50,11.45,2,13.3
67758,219494,Inactive,260,,,50,2.05,2,1.5
67762,219497,Inactive,266,,,50,8.9,2,5.2
67764,219499,Inactive,270,,,50,12,2,24.4
67765,12242,Inactive,254,,,50,-4.75,2,3.3
67768,219501,Inactive,257,,,50,-1.15,2,6.5
67771,94740,Inactive,274,,,50,16.85,2,1.9
67772,219503,Inactive,257,,,50,-1.35,2,0.3
67773,219504,Inactive,268,,,50,10.9,2,4.4
67774,69417,Inactive,258,,,50,-0.45,2,1.7
67775,95305,Inactive,256,,,50,-2.15,2,30.7
67776,219505,Inactive,281,,,50,23.35,2,1.9
67777,64678,Inactive,283,,,50,25.8,2,1.4
67778,5358306,Inactive,282,,,50,24.65,2,5.1
67783,219509,Inactive,265,,,50,7.95,2,1.3
67785,219511,Inactive,252,,,50,-6,2,4.2
67786,219512,Inactive,260,,,50,2.55,2,1.5
67787,219513,Inactive,245,,,50,-13.7,2,34.4
67788,219514,Inactive,273,,,50,15.9,2,10.4
67789,219515,Inactive,273,,,50,15.05,2,4.7
67790,68191,Inactive,258,,,50,-0.55,2,8.9
67791,219516,Inactive,288,,,50,30.45,2,12.5
67792,219517,Inactive,276,,,50,18.3,2,17.4
67793,95306,Inactive,265,,,50,7.25,2,7.9
67794,219518,Inactive,302,,,50,44.1,2,14.8
67796,219520,Inactive,294,,,50,36.25,2,17.1
67798,5282749,Inactive,259,,,50,1.4,2,11.6
67801,219523,Inactive,292,,,50,34.75,2,1.1
67802,6416,Inactive,282,,,50,24.15,2,1.3
67805,219526,Inactive,275,,,50,17.55,2,13.7
67807,15901,Inactive,296,,,50,38.5,2,7.2
67809,3525223,Inactive,258,,,50,-0.35,2,7.3
67810,136392,Inactive,297,,,50,39.2,2,4.4
67815,219530,Inactive,279,,,50,21.5,2,0.4
67817,67600,Inactive,317,,,50,59.5,2,0
67818,219531,Inactive,267,,,50,9.3,2,5.8
67819,219532,Inactive,265,,,50,7.95,2,2.9
67820,94741,Inactive,286,,,50,28.85,2,14.7
67821,219533,Inactive,262,,,50,4.15,2,1.9
67822,219534,Inactive,272,,,50,14.7,2,15.8
67823,219535,Inactive,224,,,50,-34.65,2,27.9
67826,17307,Inactive,231,,,50,-27.65,2,37.7
67828,219537,Inactive,232,,,50,-26.55,2,35.3
67829,219538,Inactive,255,,,50,-3.2,2,11.2
67830,219539,Active,341,,,5,83,2,25
67833,69320,Inactive,248,,,50,-10.15,2,25.1
67834,70738,Inactive,232,,,50,-26,2,39.4
67836,78750,Inactive,274,,,50,16.95,2,9.3
67837,138459,Inactive,277,,,50,19.6,2,43.8
67839,219542,Inactive,225,,,50,-33.15,2,40.1
67840,219543,Inactive,241,,,50,-17.95,2,29.3
67841,219544,Inactive,262,,,50,4.1,2,25.6
67845,61018,Inactive,187,,,50,-71.65,2,136.1
67847,219546,Inactive,321,,,50,63.5,2,6
67849,219548,Inactive,224,,,50,-34.05,2,38.5
67850,219549,Inactive,261,,,50,3.4,2,8.4
67851,219550,Inactive,256,,,50,-2.8,2,3.4
67854,94743,Inactive,259,,,50,1.25,2,32.7
67855,219552,Active,346,,,50,88.95,2,0.7
67856,219553,Inactive,260,,,50,2.65,2,28.3
67857,219554,Inactive,322,,,50,64.5,2,1.6
67859,79258,Inactive,276,,,50,18.75,2,0.3
67860,219555,Inactive,283,,,50,25.95,2,1.1
67861,219556,Inactive,242,,,50,-16.65,2,14.5
67862,219557,Inactive,277,,,50,19.45,2,2.1
67863,5331559,Inactive,268,,,50,10.85,2,16.9
67864,79259,Inactive,253,,,50,-5.35,2,16.1
67865,77460,Inactive,258,,,50,-0.6,2,1.2
67866,77606,Inactive,262,,,50,4.2,2,19.8
67867,219559,Inactive,242,,,50,-16.45,2,19.3
67868,9566477,Inactive,252,,,50,-6.2,2,2.2
67869,219560,Inactive,266,,,50,8.45,2,17.1
67870,12966,Inactive,229,,,50,-29.3,2,58.8
67871,219561,Active,353,,,50,95.95,2,3.1
67872,219562,Inactive,256,,,50,-2.3,2,2.2
67873,219563,Inactive,248,,,50,-10.35,2,29.1
67874,219564,Active,356,,,50,98.25,2,0.9
67875,95307,Active,354,,,5,96,2,0
67876,219565,Active,343,,,5,85,2,8
67877,219566,Active,355,,,50,97.4,2,0.4
67878,219567,Inactive,271,,,50,13.1,2,29
67880,219569,Inactive,279,,,50,21.15,2,9.1
67881,9568080,Inactive,316,,,5,58,2,10
67882,94744,Inactive,262,,,50,4.05,2,7.9
67883,82162,Inactive,264,,,50,6.15,2,36.9
67884,219571,Inactive,250,,,50,-8.3,2,6
67885,7442,Inactive,278,,,50,20.55,2,33.5
67886,219572,Inactive,245,,,50,-13.65,2,13.3
67887,94745,Inactive,221,,,50,-37.85,2,82.5
67888,6546,Inactive,218,,,50,-40.8,2,67.2
67889,2901,Inactive,230,,,50,-28.15,2,30.7
67890,219573,Active,356,,,0.5,98,2,3
67891,5909389,Active,341,,,50,83.6,2,17.4
67893,219575,Inactive,267,,,50,9.75,2,22.5
67894,219576,Inactive,231,,,50,-27.7,2,37.8
67895,219577,Inactive,257,,,50,-1.4,2,15
67896,219578,Inactive,233,,,50,-25.9,2,41.6
67897,219579,Inactive,222,,,50,-36.25,2,81.5
67898,219580,Inactive,99,,,50,-159.5,2,346.8
67899,219581,Inactive,223,,,50,-35.5,2,54.2
67900,219582,Inactive,250,,,50,-8.45,2,25.1
67901,5898186,Inactive,258,,,50,-0.05,2,0.7
67902,219584,Inactive,267,,,50,9.25,2,57.1
67903,219585,Inactive,241,,,50,-17.95,2,12.1
67904,219586,Inactive,277,,,50,19.15,2,6.5
67905,219588,Inactive,237,,,50,-21.5,2,27
67906,13890,Inactive,257,,,50,-1.25,2,31.1
67907,219589,Active,357,,,50,99.55,2,0.1
67908,219590,Active,357,,,50,99.55,2,0.1
67909,219591,Inactive,249,,,50,-9.85,2,15.5
67910,21420,Inactive,262,,,50,4.45,2,9.3
67911,219592,Inactive,298,,,50,40.65,2,8.3
67912,219593,Inactive,264,,,50,6.9,2,40.2
67913,219594,Inactive,290,,,50,32.75,2,4.9
67914,219595,Inactive,281,,,50,23.05,2,11.1
67915,219596,Inactive,272,,,50,14.95,2,8.9
67916,219597,Inactive,278,,,50,20.8,2,15.6
67917,366,Inactive,281,,,50,23.95,2,9.7
67918,219598,Active,345,,,50,87.65,2,3.1
67920,18464,Inactive,288,,,50,30.65,2,0.7
67921,219600,Inactive,317,,,50,59.9,2,10
67922,219601,Inactive,275,,,50,17.85,2,19.3
67924,17429,Inactive,258,,,50,0.65,2,5.1
67925,7993,Inactive,259,,,50,1.5,2,4.4
67928,5325574,Inactive,267,,,50,9.05,2,11.3
67929,25917,Inactive,272,,,50,14.75,2,5.1
67932,136573,Inactive,278,,,50,20.45,2,2.1
67933,12344,Inactive,245,,,50,-13.85,2,23.5
67935,219498,Inactive,266,,,50,8.65,2,5.5
67936,21499,Inactive,260,,,50,2,2,3
67938,219603,Inactive,256,,,50,-2.45,2,11.3
67939,61055,Inactive,242,,,50,-16.1,2,7.6
67940,18921,Inactive,269,,,50,11.75,2,24.9
67941,219604,Inactive,256,,,50,-2.75,2,0.9
67942,73831,Inactive,262,,,50,4.9,2,5.6
67943,219605,Inactive,261,,,50,3.2,2,12.2
67944,643756,Inactive,258,,,50,-0.75,2,9.5
67945,219606,Inactive,254,,,50,-4.2,2,49.8
67946,219607,Inactive,269,,,50,11.6,2,4
67948,7994,Inactive,270,,,50,12.3,2,39.4
67950,219609,Inactive,248,,,50,-10.9,2,11.4
67951,21258,Active,333,,,5,75,2,5
67952,94746,Inactive,233,,,50,-25.1,2,0.4
67953,95309,Inactive,256,,,50,-2.05,2,3.1
67954,72921,Inactive,250,,,50,-8.85,2,10.5
67956,8132,Inactive,258,,,50,0.1,2,17.8
67957,219610,Inactive,246,,,50,-12.65,2,7.5
67959,219611,Inactive,271,,,50,13.4,2,4.8
67960,701,Inactive,245,,,50,-13.25,2,10.7
67962,219612,Inactive,262,,,50,4,2,8.6
67963,5484322,Inactive,271,,,50,13.15,2,2.9
67964,7753,Inactive,267,,,50,9.15,2,14.3
67966,70515,Inactive,268,,,50,10.5,2,29.6
67967,5775805,Inactive,275,,,50,17.05,2,26.7
67971,6508,Inactive,256,,,50,-2.65,2,24.9
67972,76036,Inactive,242,,,50,-16.1,2,7.2
67974,10194,Inactive,272,,,50,14.05,2,21.1
67975,219616,Active,344,,,50,86,2,5
67976,79287,Inactive,266,,,50,8.45,2,28.9
67977,69256,Inactive,263,,,50,5.75,2,24.1
67978,219617,Inactive,286,,,50,28.5,2,3
67979,73984,Inactive,271,,,50,13.3,2,12.2
67980,66619,Inactive,263,,,50,5.2,2,7.2
67982,68056,Inactive,264,,,50,6.7,2,3.8
67984,64686,Inactive,258,,,50,0.35,2,13.1
67985,219620,Inactive,265,,,50,7.85,2,7.7
67986,79390,Inactive,283,,,50,25.7,2,27
67987,110646,Inactive,272,,,50,14.65,2,18.7
67988,219621,Active,355,,,50,97.75,2,0.5
67989,219622,Inactive,268,,,50,10.45,2,26.5
67990,219623,Inactive,261,,,50,3.85,2,2.5
67991,95310,Inactive,276,,,50,18.05,2,1.3
67993,219624,Inactive,270,,,50,12.75,2,23.3
67994,69911,Active,352,,,5,94,2,2
67995,219625,Inactive,271,,,50,13.9,2,11.8
67998,219628,Inactive,247,,,50,-11.85,2,11.7
67999,2797,Inactive,267,,,50,9.15,2,26.1
68000,77279,Inactive,262,,,50,4.25,2,5.9
68002,95311,Inactive,266,,,50,8.65,2,8.9
68004,138598,Inactive,269,,,50,11,2,10.4
68006,77577,Inactive,259,,,50,1.5,2,12.2
68009,219632,Inactive,278,,,50,20.7,2,5.4
68010,79288,Inactive,257,,,50,-1.65,2,2.3
68011,219633,Inactive,261,,,5,3,2,3
68012,68991,Inactive,246,,,50,-12.35,2,2.1
68013,737139,Inactive,268,,,50,10.6,2,2.2
68014,9561011,Inactive,266,,,50,8.15,2,19.1
68015,219635,Inactive,286,,,50,28.2,2,17
68016,69037,Inactive,277,,,50,19.15,2,11.5
68017,219584,Inactive,266,,,50,8.4,2,22.2
68019,5538956,Inactive,268,,,50,10.15,2,15.9
68020,219636,Inactive,254,,,50,-4.2,2,14.6
68021,21439,Inactive,265,,,50,7.1,2,3.6
68022,219637,Active,356,,,50,98.8,2,0
68023,219638,Inactive,264,,,50,6.95,2,1.9
68024,72882,Inactive,289,,,50,31.05,2,5.3
68025,5365782,Inactive,260,,,50,2.8,2,17.8
68026,17474,Inactive,267,,,50,9.95,2,3.3
68027,219639,Inactive,261,,,50,3,2,15.6
68028,219640,Inactive,251,,,50,-7.05,2,23.5
68029,219641,Inactive,255,,,50,-3.75,2,24.7
68030,219642,Inactive,288,,,50,30.35,2,34.3
68031,219643,Inactive,268,,,50,10.6,2,28.4
68032,94748,Inactive,260,,,50,2.2,2,16.8
68034,69751,Inactive,289,,,50,31.75,2,18.7
68035,79301,Inactive,275,,,50,17.25,2,11.3
68036,21444,Active,356,,,50,98.05,2,1.1
68037,66044,Inactive,268,,,50,10.4,2,19.2
68038,75886,Inactive,265,,,50,7.25,2,0.1
68039,219645,Inactive,271,,,50,13.8,2,10.2
68041,11469,Active,342,,,5,84,2,6
68043,219647,Inactive,267,,,50,9.4,2,4.8
68044,219648,Inactive,252,,,50,-6.15,2,19.3
68046,219649,Active,345,,,5,87,2,23
68047,21446,Inactive,260,,,50,2.9,2,3.6
68048,219650,Inactive,274,,,50,16.6,2,31.2
68049,79378,Inactive,278,,,50,20.3,2,20.6
68050,219651,Active,357,,,5,99,2,0
68051,219652,Inactive,281,,,50,23.9,2,10.6
68052,219653,Active,357,,,50,99.3,2,0.8
68053,219654,Active,350,,,5,92,2,1
68055,219656,Inactive,309,,,5,51,2,25
68056,11530,Inactive,271,,,50,13,2,2.2
68057,78072,Inactive,264,,,50,6.85,2,14.7
68058,12540,Active,357,,,0.5,99,2,0
68060,102926,Inactive,278,,,50,20.85,2,1.7
68061,102926,Inactive,263,,,50,5.8,2,2.4
68062,219658,Inactive,283,,,50,25.1,2,28
68063,840,Inactive,283,,,50,25.65,2,10.9
68064,219659,Inactive,277,,,50,19.55,2,14.7
68066,219660,Inactive,268,,,50,10.7,2,13.2
68068,219662,Inactive,246,,,50,-12.45,2,11.9
68069,2108,Inactive,265,,,50,7.3,2,3.8
68071,219664,Active,357,,,50,99.15,2,0.3
68072,219665,Inactive,261,,,50,3.5,2,7.2
68073,5371900,Inactive,276,,,50,18.65,2,49.9
68074,219666,Inactive,319,,,5,61,2,3
68075,11913,Inactive,247,,,50,-11.6,2,124
68076,21495,Inactive,266,,,50,8.05,2,36.5
68078,219667,Active,331,,,50,73.8,2,11.4
68079,95314,Inactive,240,,,50,-18,2,49.8
68080,219668,Inactive,236,,,50,-22.7,2,11
68081,137095,Inactive,268,,,50,10.15,2,27.9
68082,7136,Inactive,252,,,50,-6.5,2,35.4
68083,69208,Inactive,245,,,50,-13.35,2,27.9
68085,568,Inactive,254,,,50,-4.1,2,26.2
68086,79302,Inactive,259,,,50,1.5,2,2.6
68088,95315,Inactive,270,,,50,12.3,2,3.4
68091,61099,Inactive,212,,,50,-46.9,2,105.4
68092,5354133,Inactive,266,,,5,8,2,14
68094,95316,Inactive,265,,,50,7.35,2,21.3
68095,219670,Inactive,258,,,50,-0.05,2,4.3
68099,12053,Inactive,252,,,50,-6.1,2,10.8
68100,8200,Inactive,234,,,50,-24.8,2,57.2
68101,170833,Inactive,257,,,50,-1.65,2,2.9
68102,92218,Inactive,259,,,50,1.7,2,12.6
68103,219671,Inactive,247,,,50,-11.35,2,27.3
68105,7075,Active,357,,,5,99,2,0
68106,219672,Inactive,258,,,50,-0.2,2,30.8
68107,95317,Inactive,264,,,50,6.9,2,32
68109,7658,Inactive,232,,,50,-26,2,109.2
68110,94751,Active,352,,,5,94,2,1
68111,8138,Inactive,227,,,50,-31.45,2,12.7
68112,5354134,Inactive,282,,,50,24.85,2,16.5
68121,219683,Inactive,275,,,50,17.95,2,46.1
68122,31408,Inactive,237,,,50,-21.35,2,32.5
68123,107330,Inactive,260,,,50,2.4,2,23.6
68124,101604,Inactive,261,,,5,3,2,4
68126,11769,Inactive,276,,,50,18.45,2,16.9
68127,11090,Inactive,246,,,50,-12.25,2,50.3
68128,31206,Inactive,239,,,50,-19.65,2,34.3
68129,7691,Inactive,259,,,50,1,2,30.8
68130,12074,Active,328,,,50,70.75,2,11.3
68131,980,Inactive,247,,,50,-11.7,2,18.8
68132,5354135,Active,357,,,5,99,2,0
68133,7129,Inactive,239,,,50,-19.7,2,20.2
68134,69229,Inactive,261,,,50,3.1,2,37.4
68135,66639,Inactive,256,,,0.5,-2,2,5
68136,5354136,Inactive,240,,,50,-18.3,2,45.4
68137,5354137,Inactive,240,,,50,-18.2,2,48.8
68139,219686,Inactive,270,,,50,12.05,2,35.5
68140,70170,Inactive,260,,,50,2.55,2,36.9
68141,69260,Inactive,249,,,50,-9.9,2,15.4
68142,74583,Inactive,245,,,50,-13.7,2,26.6
68144,9566037,Inactive,256,,,50,-2.45,2,1.7
68145,79298,Inactive,261,,,5,3,2,1
68146,219688,Inactive,250,,,50,-8.6,2,3.2
68147,18606,Inactive,263,,,50,5.5,2,32
68148,219689,Inactive,243,,,50,-15.45,2,51.5
68149,69461,Inactive,263,,,50,5.7,2,56.8
68150,21443,Active,329,,,5,71,2,18
68151,219690,Active,356,,,5,98,2,1
68152,66923,Active,352,,,5,94,2,3
68153,18091,Inactive,254,,,50,-4.75,2,20.7
68154,219691,Inactive,258,,,50,-0.25,2,23.3
68156,2063,Inactive,258,,,50,-0.5,2,22.8
68158,92970,Inactive,266,,,50,8.2,2,7.4
68159,219693,Active,356,,,50,98.6,2,0.6
68161,219695,Inactive,247,,,50,-11.7,2,33.2
68162,219696,Inactive,249,,,50,-9.9,2,17.6
68165,219698,Inactive,253,,,50,-5.8,2,10.2
68169,219701,Inactive,250,,,50,-8.9,2,23
68170,219702,Inactive,258,,,50,-0.4,2,11.6
68171,219703,Inactive,256,,,50,-2.25,2,14.3
68174,219705,Inactive,270,,,50,12.75,2,9.1
68181,219712,Inactive,256,,,50,-2.2,2,45.4
68182,219713,Inactive,245,,,50,-13.9,2,42.6
68183,219714,Inactive,253,,,50,-5.5,2,0.2
68186,79029,Inactive,265,,,50,7.05,2,18.1
68187,219717,Inactive,250,,,50,-8.5,2,3.2
68189,219719,Inactive,258,,,50,-0.45,2,0.3
68192,219722,Inactive,258,,,50,-0.85,2,17.5
68193,219723,Inactive,252,,,50,-6.05,2,12.7
68197,219727,Inactive,255,,,50,-3.1,2,19
68199,2094,Inactive,256,,,50,-2.45,2,27.7
68202,75420,Inactive,272,,,50,14.1,2,26.4
68203,219729,Inactive,252,,,50,-6.15,2,19.7
68205,4356129,Inactive,261,,,50,3.6,2,17
68206,219732,Inactive,278,,,50,20.5,2,15.4
68207,219733,Inactive,264,,,50,6.3,2,24.8
68208,94753,Inactive,255,,,50,-3.4,2,20.4
68210,4879,Inactive,245,,,50,-13.4,2,6
68211,79254,Inactive,258,,,50,0.55,2,17.5
68213,3034487,Inactive,256,,,50,-2.2,2,36.2
68214,219736,Active,357,,,0.5,99,2,0
68216,219738,Inactive,258,,,50,0.35,2,11.7
68218,179351,Inactive,266,,,50,8.2,2,17.6
68219,79255,Inactive,252,,,50,-6.25,2,20.7
68220,219739,Inactive,260,,,50,2.8,2,8.4
68221,219740,Inactive,253,,,50,-5.8,2,23.4
68223,79256,Inactive,257,,,50,-1.45,2,10.3
68227,219745,Inactive,258,,,50,-0.25,2,2.7
68229,219747,Inactive,258,,,50,-0.05,2,1.7
68232,219750,Inactive,256,,,50,-2.5,2,27.2
68233,219751,Inactive,249,,,50,-9,2,33.6
68234,219752,Inactive,252,,,50,-6.1,2,12.6
68235,219753,Inactive,258,,,50,0.3,2,9.6
68236,219754,Inactive,250,,,50,-8.4,2,15.6
68237,219755,Inactive,266,,,50,8.05,2,5.9
68242,219760,Inactive,258,,,50,0,2,0.2
68243,219761,Inactive,247,,,50,-11.35,2,11.3
68245,219763,Inactive,260,,,50,2.9,2,6
68246,219764,Inactive,266,,,50,8.75,2,15.7
68247,219765,Inactive,255,,,50,-3.3,2,36.2
68248,219766,Inactive,269,,,50,11.35,2,19.3
68254,219772,Inactive,250,,,50,-8.45,2,7.1
68257,219775,Inactive,255,,,50,-3.15,2,29.7
68260,219778,Inactive,258,,,50,0.5,2,33.8
68262,219780,Inactive,260,,,50,2.65,2,3.7
68265,219783,Inactive,257,,,50,-1.95,2,9.9
68266,219784,Inactive,256,,,50,-2.45,2,32.1
68268,75569,Inactive,277,,,50,19.35,2,13.7
68269,95319,Inactive,263,,,50,5.3,2,62.6
68270,14336,Inactive,261,,,50,3.8,2,20.4
68272,219786,Inactive,262,,,50,4.7,2,18.8
68273,6885,Inactive,261,,,50,3.15,2,10.1
68274,219787,Inactive,277,,,50,19.95,2,2.5
68275,219788,Inactive,261,,,50,3.75,2,22.7
68280,219793,Inactive,249,,,50,-9.55,2,17.7
68281,12357,Inactive,217,,,50,-41.75,2,28.3
68282,219794,Inactive,232,,,50,-26.05,2,22.9
68283,219795,Inactive,243,,,50,-15.1,2,16
68284,69827,Inactive,255,,,50,-3.2,2,10
68285,219796,Inactive,276,,,50,18.45,2,5.7
68286,5922,Inactive,275,,,50,17.85,2,43.3
68287,8326,Inactive,260,,,50,2.5,2,3.8
68289,15765,Inactive,267,,,50,9.05,2,39.1
68290,15348,Inactive,241,,,50,-17.8,2,7
68291,1533,Inactive,274,,,50,16.15,2,71.5
68292,7385,Inactive,225,,,50,-33.45,2,43.5
68293,7262,Inactive,247,,,50,-11.75,2,20.5
68294,7472,Inactive,324,,,50,66.85,2,6.1
68295,10332,Inactive,265,,,50,7.5,2,33.4
68298,12118,Inactive,255,,,50,-3.25,2,25.7
68299,65746,Inactive,308,,,50,50.25,2,4.9
68300,95320,Inactive,252,,,50,-6.55,2,47.5
68303,79296,Inactive,259,,,50,1.5,2,19.4
68304,219797,Inactive,271,,,50,13.05,2,1.9
68305,17827,Inactive,242,,,50,-16.1,2,26.2
68306,219798,Inactive,259,,,50,1.9,2,19.8
68309,637797,Inactive,284,,,50,26.85,2,33.5
68310,11111,Inactive,309,,,5,51,2,29
68311,16330,Inactive,278,,,50,20.5,2,4
68314,8412,Inactive,246,,,50,-12.15,2,8.5
68315,5801,Active,335,,,5,77,2,12
68316,219800,Inactive,325,,,50,67.4,2,2.2
68317,15624,Inactive,248,,,50,-10.45,2,5.3
68318,84143,Inactive,309,,,5,51,2,19
68321,11760,Active,357,,,5,99,2,0
68322,31208,Inactive,244,,,50,-14.2,2,103.8
68323,219801,Inactive,318,,,50,60.45,2,13.5
68324,403,Inactive,272,,,50,14.95,2,39.5
68325,11568,Inactive,261,,,50,3.4,2,6
68326,7017,Inactive,278,,,50,20.1,2,9.8
68327,7249,Inactive,265,,,50,7.95,2,37.7
68328,1474,Active,342,,,5,84,2,1
68330,6947,Inactive,274,,,50,16.45,2,20.7
68331,219802,Inactive,295,,,50,37.45,2,38.5
68333,5370974,Inactive,305,,,5,47,2,4
68334,6507947,Inactive,258,,,50,0.15,2,35.5
68335,219805,Inactive,324,,,50,66,2,3.2
68337,94755,Active,328,,,50,70.75,2,1.9
68341,219809,Active,339,,,5,81,2,14
68342,11501,Inactive,256,,,50,-2.6,2,4.8
68346,3610,Active,357,,,5,99,2,1
68347,5054,Inactive,291,,,50,33.15,2,36.1
68348,359,Inactive,281,,,50,23.3,2,3.2
68349,289,Inactive,266,,,50,8.25,2,11.5
68350,219812,Inactive,250,,,50,-8.3,2,3.4
68352,5483165,Inactive,233,,,50,-25.95,2,26.5
68353,79297,Inactive,304,,,50,46.5,2,50
68355,5863009,Inactive,265,,,50,7.65,2,7.9
68356,5935288,Inactive,283,,,50,25.6,2,33.2
68357,5921960,Inactive,249,,,50,-9.45,2,18.5
68359,735952,Inactive,248,,,50,-10.8,2,31.2
68361,1201482,Inactive,256,,,50,-2.35,2,22.3
68362,1201441,Inactive,264,,,50,6.55,2,10.5
68363,90301,Inactive,251,,,50,-7.5,2,59
68364,6909436,Inactive,267,,,50,9.35,2,19.3
68365,6861419,Inactive,267,,,50,9,2,16.6
68367,6434674,Inactive,245,,,50,-13.55,2,1.3
68370,5354151,Inactive,257,,,50,-1.5,2,28.8
68372,9561013,Inactive,267,,,50,9,2,12.2
68373,5365445,Inactive,258,,,50,0,2,46
68374,6898597,Inactive,254,,,50,-4.2,2,15.8
68375,5905865,Inactive,266,,,50,8.3,2,6
68376,5447130,Inactive,305,,,50,47.3,2,6.4
68377,5354157,Inactive,264,,,50,6.75,2,11.9
68379,1549499,Inactive,284,,,50,26.85,2,4.1
68380,2723788,Inactive,231,,,50,-27.4,2,83.2
68381,66825,Inactive,258,,,50,-0.8,2,25
68384,219832,Inactive,268,,,50,10.3,2,20.8
68387,219835,Inactive,257,,,50,-1.95,2,22.9
68388,219836,Inactive,246,,,50,-12.7,2,43.8
68389,1027,Inactive,304,,,50,46.65,2,9.3
68392,219839,Inactive,265,,,50,7.25,2,1.5
68393,219840,Inactive,264,,,50,6.6,2,1.4
68394,219841,Inactive,249,,,50,-9.75,2,7.9
68398,219845,Inactive,253,,,50,-5.05,2,0.9
68399,219846,Inactive,254,,,50,-4.35,2,3.3
68401,219848,Inactive,254,,,50,-4,2,4.8
68403,4653394,Inactive,258,,,50,0.85,2,8.7
68404,722238,Inactive,258,,,50,-0.6,2,42.8
68407,219854,Inactive,260,,,50,2,2,16.2
68412,219859,Inactive,262,,,50,4.25,2,16.9
68413,219860,Inactive,265,,,50,7.7,2,18.8
68414,219861,Inactive,261,,,50,3.95,2,4.7
68415,219862,Inactive,267,,,50,9.2,2,14.4
68416,5152828,Inactive,281,,,50,23.6,2,31.6
68419,219866,Inactive,266,,,50,8.05,2,1.1
68420,219867,Inactive,259,,,50,1.45,2,4.9
68422,219869,Inactive,259,,,50,1.95,2,13.9
68423,219870,Inactive,251,,,50,-7.45,2,13.3
68424,219871,Inactive,252,,,50,-6.85,2,10.3
68428,219875,Inactive,229,,,50,-29.75,2,103.5
68429,219876,Active,338,,,50,80.4,2,0.4
68430,219877,Inactive,266,,,50,8.4,2,18.2
68433,219880,Inactive,269,,,50,11,2,0.8
68434,219881,Inactive,256,,,50,-2.8,2,14.6
68436,219883,Inactive,262,,,50,4.2,2,5
68438,101748,Inactive,280,,,50,22.15,2,2.7
68440,219886,Inactive,258,,,50,0.1,2,18.2
68441,219887,Inactive,263,,,50,5.6,2,7.4
68442,219888,Inactive,265,,,50,7.65,2,16.9
68443,219889,Inactive,265,,,50,7.85,2,2.5
68444,219890,Inactive,261,,,50,3.35,2,22.7
68445,23613,Inactive,265,,,50,7.9,2,8.2
68446,23613,Inactive,260,,,50,2.5,2,25.4
68447,219891,Inactive,254,,,50,-4.3,2,4
68448,219891,Inactive,258,,,50,0.4,2,1.6
68452,219894,Inactive,269,,,50,11.65,2,9.7
68454,102946,Inactive,255,,,50,-3.95,2,15.9
68456,219897,Active,354,,,5,96,2,1
68457,219893,Inactive,262,,,50,4.65,2,13.7
68463,219902,Inactive,274,,,50,16.55,2,3.3
68464,219903,Inactive,255,,,50,-3.9,2,34
68465,23653,Inactive,265,,,50,7.7,2,9
68466,219904,Inactive,275,,,50,17.35,2,12.1
68468,219905,Inactive,262,,,50,4.4,2,32
68469,66594,Inactive,251,,,50,-7.15,2,21.3
68471,73942,Inactive,262,,,50,4.9,2,20.2
68472,8553,Inactive,246,,,50,-12.95,2,0.9
68473,22856,Inactive,256,,,50,-2.9,2,24.6
68474,7089,Inactive,240,,,50,-18,2,26
68475,5154387,Inactive,274,,,50,16.75,2,22.9
68478,219906,Inactive,273,,,50,15.4,2,11
68479,219907,Inactive,259,,,50,1.8,2,65.8
68480,219908,Inactive,279,,,50,21.75,2,9.1
68481,219909,Inactive,266,,,50,8.85,2,10.9
68482,219910,Inactive,262,,,50,4.1,2,15.2
68485,219913,Active,351,,,5,93,2,0
68486,21442,Inactive,254,,,50,-4.85,2,13.9
68487,219914,Active,357,,,50,99.3,2,0
68488,219915,Inactive,244,,,50,-14.05,2,19.7
68490,94759,Active,357,,,5,99,2,0
68491,219917,Inactive,263,,,50,5.9,2,21.4
68492,219918,Inactive,255,,,50,-3.65,2,11.3
68493,219919,Inactive,280,,,50,22.15,2,16.5
68494,66773,Inactive,264,,,50,6.4,2,8.4
